uid,iid
10622,1669
10622,3068
10622,4104
10622,11679
10622,7054
10623,12784
10623,6076
10623,5186
10623,311
10624,3264
10624,5795
10624,8073
10624,6407
10626,9715
10627,12672
10628,11081
10629,12551
10632,9900
10632,4604
10632,11221
10632,11694
10633,11132
10634,6758
10634,11224
10634,9672
10634,7670
10634,6070
10634,1107
10634,6645
10634,9203
10634,11376
10635,1617
10636,9261
10636,5727
10637,12022
10638,7926
10638,8243
10639,12127
10639,2570
10639,780
10639,10444
10639,5144
10639,10446
10639,6507
10639,4648
10639,5560
10639,5649
10639,6205
10639,5328
10639,395
10639,7233
10639,6243
10639,11726
10639,1244
10639,9103
10639,7456
10639,6085
10641,4612
10643,8043
10649,10196
10649,1099
10650,6118
10651,2571
10652,6938
10652,12239
10653,4476
10653,7163
10653,3451
10654,4164
10654,6663
10654,12355
10654,6177
10654,6636
10654,9553
10654,11527
10654,6037
10654,7614
10654,7985
10654,671
10654,454
10654,9250
10654,2743
10654,9706
10654,5656
10654,2146
10654,8946
10654,11640
10654,9402
10654,1300
10654,308
10654,5871
10654,10936
10654,2745
10654,856
10654,11469
10654,3977
10658,11481
10658,5741
10658,9864
10660,756
10660,5432
10661,1391
10661,4530
10661,10673
10662,11765
10663,7704
10664,11850
10664,8747
10664,9327
10664,4518
10664,1947
10664,5319
10665,7260
10666,9777
10666,10023
10667,3797
10667,5922
10667,6182
10667,4184
10668,9211
10668,2123
10671,339
10671,11645
10671,7442
10672,12304
10672,2949
10672,11646
10672,12362
10673,1791
10673,8049
10673,2398
10674,2841
10675,2569
10680,8670
10680,782
10680,5851
10680,10490
10680,11882
10680,10596
10680,6662
10680,6232
10682,9999
10683,6382
10685,3392
10685,11026
10685,12298
10685,5058
10687,3748
10687,6968
10688,2482
10688,10695
10688,9274
10688,8044
10688,12551
10688,11151
10688,11078
10689,12631
10689,3440
10690,1763
10690,10936
10690,933
10690,1393
10690,7161
10690,4688
10690,1491
10690,4410
10694,5218
10694,11264
10694,5482
10694,7020
10694,4706
10694,12199
10694,9200
10694,1617
10696,4949
10698,11781
10698,2507
10699,7547
10700,10695
10700,5114
10700,11151
10700,7273
10700,10635
10700,8601
10700,498
10703,4756
10704,10295
10704,4165
10705,310
10709,9851
10709,8101
10710,107
10710,8180
10710,9196
10710,3159
10710,7808
10710,2059
10711,742
10711,10950
10711,9320
10711,2914
10714,6579
10715,398
10715,3967
10718,2404
10718,6710
10718,11444
10720,1400
10720,6615
10723,776
10725,7577
10725,9351
10726,7082
10727,4159
10727,2002
10727,10034
10727,4290
10728,7315
10729,8642
10729,339
10729,12166
10729,4962
10729,5093
10729,10979
10729,8024
10729,4693
10729,1769
10729,5085
10729,5064
10729,4239
10730,557
10732,10859
10732,4929
10733,6013
10733,338
10733,10453
10733,953
10733,8425
10733,10341
10733,6271
10733,12043
10734,8465
10736,2447
10736,4564
10736,116
10737,9616
10740,584
10740,5121
10740,1257
10741,7511
10745,5025
10745,3325
10748,9439
10749,5702
10751,1603
10754,31
10755,11089
10757,1763
10757,4302
10757,9758
10757,12178
10760,3542
10760,9820
10761,11453
10761,4898
10761,12228
10761,6437
10761,12043
10761,12155
10761,6271
10761,4781
10761,1028
10761,2702
10761,1920
10761,6480
10761,10204
10761,923
10762,8431
10762,11093
10762,1212
10762,5441
10762,613
10762,8506
10762,11807
10762,6628
10762,373
10762,5738
10762,7539
10762,2221
10762,11571
10762,6708
10762,11066
10762,8101
10762,12689
10762,7490
10762,5984
10762,11275
10762,10344
10762,6476
10762,12527
10762,7994
10762,8378
10762,4947
10762,9573
10762,11932
10762,53
10762,10851
10762,11505
10762,3802
10763,12204
10763,6304
10763,11853
10763,2128
10763,3006
10763,981
10763,12774
10763,4379
10763,4034
10763,12452
10763,2099
10763,1126
10764,4099
10766,2400
10766,6983
10766,6372
10766,5874
10767,11428
10767,12362
10767,5731
10767,3842
10768,5501
10770,12065
10771,2623
10773,10181
10773,10300
10774,10023
10774,10950
10774,5151
10774,2906
10774,5369
10774,12579
10774,12732
10774,11478
10774,11863
10775,7451
10775,6135
10775,8976
10776,2570
10776,1602
10776,10864
10776,1878
10776,10570
10776,9003
10776,3969
10776,3812
10777,3396
10778,11049
10778,4125
10778,2136
10778,11775
10781,7940
10787,4966
10787,10759
10787,4894
10788,1993
10788,10065
10788,9261
10789,4198
10789,10488
10796,957
10796,11757
10797,8563
10797,9956
10797,7555
10798,252
10799,2895
10801,5080
10803,12626
10803,10087
10803,9677
10803,8606
10804,6545
10806,9505
10807,3867
10807,6891
10807,7457
10807,143
10808,6407
10808,10496
10808,3929
10808,10644
10808,4104
10808,7627
10808,7681
10808,7606
10808,6992
10808,12632
10808,8402
10808,7728
10808,780
10808,3377
10808,4029
10808,5625
10808,6935
10808,2192
10808,94
10808,2080
10808,8870
10808,917
10808,782
10809,3458
10810,3030
10811,12699
10811,7171
10812,10060
10812,3866
10812,3187
10812,76
10812,1878
10812,6659
10812,9808
10812,8073
10812,3656
10812,3847
10812,4198
10812,7469
10812,7775
10812,9038
10812,4326
10812,7484
10812,198
10812,5882
10812,4833
10812,7971
10812,2283
10812,6337
10812,12482
10812,7609
10812,7219
10812,1315
10812,5445
10812,14
10812,7668
10812,5311
10812,562
10812,1444
10812,1015
10812,5004
10812,12199
10812,7308
10812,5338
10812,8346
10812,6851
10812,4257
10813,510
10813,10328
10813,9082
10813,8097
10813,11888
10813,1192
10813,7236
10813,1677
10813,6555
10813,9991
10813,10627
10813,4835
10813,5058
10813,7634
10813,6746
10813,6823
10813,4322
10815,98
10815,10025
10815,2755
10815,9948
10816,10829
10816,4747
10816,4605
10816,7425
10816,7317
10816,10453
10816,10381
10816,11863
10818,11384
10818,543
10818,10759
10818,3599
10819,11080
10819,5093
10819,7999
10819,1079
10819,4353
10819,8586
10819,9464
10819,9119
10819,1341
10819,11966
10819,4147
10819,3348
10820,12362
10820,3520
10820,3187
10823,5704
10825,2759
10826,8323
10826,7627
10826,3812
10826,12386
10826,6210
10826,3091
10826,782
10826,4501
10826,6897
10826,6926
10826,9464
10826,7066
10828,7999
10828,9262
10831,6372
10831,5570
10831,5828
10832,11316
10832,12790
10832,7401
10832,5186
10833,1295
10833,11702
10834,2516
10834,8224
10834,5897
10834,10855
10834,6579
10834,8969
10834,11207
10834,2791
10836,5193
10838,12362
10838,4962
10838,10496
10838,1092
10839,2808
10839,9178
10840,4369
10841,3342
10842,3667
10842,2201
10842,6988
10842,1859
10842,8592
10842,4253
10842,2850
10842,1823
10842,6643
10842,2353
10842,6710
10842,8828
10843,9388
10844,8399
10844,6374
10846,11262
10846,1467
10846,10820
10846,6107
10847,7723
10847,7834
10851,6619
10854,5234
10855,10382
10855,9864
10855,765
10855,9162
10855,1792
10855,10981
10856,6525
10857,12549
10860,1176
10863,2099
10865,10200
10865,3091
10865,8614
10866,2170
10866,3842
10869,3624
10871,9972
10871,530
10871,3945
10871,8427
10872,6161
10872,12130
10875,8683
10876,297
10876,1739
10876,4218
10876,1979
10879,4297
10879,1882
10879,798
10879,965
10880,2493
10880,2762
10880,2929
10880,1222
10880,2761
10880,8877
10880,1197
10880,4259
10880,7933
10880,4045
10880,3048
10880,11867
10880,5586
10880,9577
10880,11325
10880,11571
10882,9491
10883,8798
10885,2183
10885,5280
10885,55
10885,9397
10887,2713
10888,9019
10888,7544
10888,4192
10888,11498
10888,4898
10888,2315
10888,5521
10888,4160
10888,5526
10889,6771
10891,5162
10892,6885
10892,12565
10892,6359
10892,4103
10892,11701
10892,3845
10892,3328
10892,8992
10892,12204
10892,3852
10892,2797
10892,3268
10897,1336
10897,2950
10897,4591
10897,5428
10897,9556
10897,12516
10897,9041
10897,7563
10902,1430
10902,9993
10904,5277
10904,7695
10905,10618
10905,3449
10906,4806
10906,3812
10906,12540
10906,9003
10907,11062
10907,5853
10907,2390
10907,12247
10909,2753
10911,9943
10911,4974
10911,6300
10912,3603
10915,189
10915,12092
10915,808
10915,1302
10916,8129
10917,7708
10920,9413
10920,3560
10920,1954
10920,5882
10920,6906
10921,9527
10922,1902
10923,6946
10925,7755
10927,10522
10927,5355
10929,6888
10929,55
10929,7056
10930,3890
10933,12298
10933,8514
10934,12575
10934,3088
10934,3578
10935,8472
10935,5888
10935,3615
10938,9712
10938,3599
10938,10903
10938,5004
10945,11219
10946,7205
10946,8128
10951,3005
10952,206
10952,11983
10952,5178
10952,6110
10953,1314
10953,12649
10954,9718
10954,2914
10954,1762
10954,64
10955,8121
10956,12463
10957,3859
10957,4780
10957,4165
10957,5126
10957,3090
10957,4978
10957,3091
10957,12156
10957,782
10957,7828
10957,12236
10957,1015
10957,1747
10957,10821
10957,3228
10957,4908
10957,3696
10957,8272
10957,10298
10957,10496
10957,7375
10957,7462
10957,6571
10957,10079
10957,6555
10957,4828
10957,8908
10957,1805
10957,1684
10957,2925
10957,9958
10957,1011
10957,8073
10957,873
10957,514
10957,1663
10958,12437
10958,8472
10961,6347
10962,11336
10962,8181
10962,11765
10962,6531
10962,2316
10962,12250
10962,1003
10964,9829
10964,1320
10965,7443
10966,3755
10969,4754
10969,2684
10969,1483
10969,1640
10970,11852
10970,1206
10970,12565
10970,9747
10970,246
10970,5682
10970,8781
10971,30
10971,2324
10972,863
10974,4962
10978,6603
10978,12016
10978,2475
10978,2365
10978,5929
10978,10392
10978,6986
10982,7343
10984,4189
10988,12756
10990,11852
10990,5627
10990,10497
10991,5591
10993,514
10994,74
10994,7063
10994,10627
10994,6009
10994,1931
10994,9250
10994,3348
10994,2807
10994,6538
10994,8946
10994,2623
10994,7409
10994,510
10994,8869
10994,9272
10994,8146
10994,6144
10994,10356
10994,3917
10994,9663
10994,5909
10994,6922
10994,2601
10994,5207
10994,10103
10994,6735
10994,11171
10994,5309
10994,2339
10995,2937
10997,2476
10997,10207
10999,902
11000,12405
11001,11750
11002,3479
11002,9354
11002,112
11004,4356
11004,3024
11004,10425
11008,11922
11008,6872
11008,11856
11009,792
11009,968
11009,9300
11010,2291
11011,5519
11011,8736
11012,1478
11013,4713
11013,9770
11014,10015
11016,11306
11016,7409
11016,10098
11017,982
11018,9122
11021,3008
11022,10943
11022,7385
11022,4346
11025,3887
11025,8613
11026,9788
11029,6412
11030,5882
11030,3955
11030,191
11030,10139
11033,4685
11033,1877
11033,8787
11033,12103
11034,2365
11035,11624
11035,2501
11035,1387
11036,8633
11036,3293
11036,3450
11036,8139
11036,8405
11036,16
11036,8009
11036,3037
11036,7935
11036,5364
11036,7286
11036,7623
11036,11989
11036,3023
11036,11186
11036,11110
11036,164
11036,9109
11036,30
11036,11879
11036,6508
11036,7738
11036,9909
11036,4949
11036,2499
11036,10721
11037,2471
11040,774
11041,7423
11041,4590
11045,633
11045,12221
11045,8702
11045,2757
11051,11969
11052,10196
11052,12362
11053,6268
11053,11235
11053,6687
11053,2048
11053,5058
11053,8174
11053,5507
11053,726
11053,1886
11053,9460
11053,9397
11053,8546
11053,7012
11053,8729
11053,4810
11053,2002
11053,1684
11053,8396
11053,2710
11053,12675
11053,7965
11053,2742
11053,10301
11053,3030
11053,5754
11053,624
11053,12298
11053,5705
11053,1358
11053,8397
11053,4795
11053,6984
11053,7097
11053,10689
11053,6196
11053,7532
11053,11514
11053,11767
11053,7009
11053,4806
11053,11149
11053,3090
11053,6479
11053,7463
11054,10142
11054,3738
11054,12232
11054,6590
11054,9058
11056,11762
11058,5935
11058,11191
11058,4881
11059,3520
11059,2080
11059,6789
11066,9742
11067,3830
11068,585
11068,3527
11068,1569
11071,335
11072,12536
11072,3559
11072,1826
11073,248
11073,5085
11074,4891
11077,4962
11077,3366
11077,12031
11077,1925
11078,4781
11078,9253
11078,308
11078,8264
11080,5344
11082,4759
11082,2920
11083,9269
11083,10592
11083,3593
11086,7403
11088,8824
11093,5813
11093,9451
11093,430
11096,9930
11101,10774
11101,12551
11101,2117
11101,4590
11102,12157
11104,6318
11106,1776
11107,5693
11109,370
11109,1168
11109,977
11110,6820
11110,12247
11110,2291
11110,7555
11110,5080
11110,1099
11110,11062
11110,12551
11110,2688
11110,12552
11112,6203
11112,10496
11112,5093
11112,12370
11112,9990
11112,6035
11112,1606
11112,4242
11113,9006
11113,6897
11113,5423
11113,11893
11114,6133
11115,5040
11115,1300
11115,2146
11116,3664
11116,943
11116,4552
11116,9712
11117,7189
11117,1206
11117,246
11117,1478
11119,543
11119,2912
11119,7790
11120,9712
11120,9752
11121,3859
11121,6349
11121,5271
11121,10139
11121,12298
11121,8189
11121,4978
11121,2477
11121,12156
11121,7897
11121,10826
11121,11396
11121,10085
11121,3090
11121,4840
11121,11328
11121,5855
11121,8729
11121,137
11121,6844
11121,7641
11121,11986
11121,6623
11121,1693
11121,12
11121,9659
11121,2397
11121,10456
11121,10542
11121,11767
11121,8292
11121,3392
11121,10606
11121,11993
11121,5671
11121,3986
11124,10345
11125,7747
11125,9052
11126,4574
11126,7800
11126,3180
11126,3828
11126,10862
11126,12247
11126,8930
11126,10886
11126,9806
11127,5231
11127,1295
11127,8958
11127,6920
11128,2969
11128,5085
11129,6710
11131,10570
11132,1150
11132,10417
11132,11125
11132,63
11132,6699
11132,11113
11132,3466
11132,9660
11132,10299
11132,8561
11135,6497
11136,6753
11136,11262
11136,12043
11136,12551
11137,5802
11137,5340
11137,1773
11137,8372
11138,202
11138,11489
11138,3725
11139,9021
11142,6145
11142,7669
11143,3858
11143,6382
11143,4753
11144,10883
11145,8191
11145,6739
11145,1025
11145,1311
11145,11984
11145,5559
11146,680
11146,12362
11146,3192
11146,10986
11146,10260
11146,4826
11148,4926
11154,4279
11155,12512
11155,11544
11155,11924
11155,223
11155,8072
11155,1067
11155,6485
11155,2984
11158,1488
11158,9777
11158,8772
11158,735
11158,11209
11158,5399
11158,8757
11158,9271
11158,3347
11158,5156
11158,12412
11158,3731
11158,3599
11158,10903
11158,1912
11158,543
11166,4399
11167,4340
11167,2172
11168,7537
11168,2397
11168,1693
11168,1538
11168,3098
11168,5218
11168,9709
11168,2449
11168,9788
11168,1134
11168,12789
11168,11631
11168,5988
11168,1454
11168,8805
11168,3051
11171,8369
11172,8631
11172,8921
11172,3091
11172,8426
11174,2065
11175,12426
11176,8886
11176,9776
11176,4425
11176,10362
11177,3874
11177,9908
11178,11659
11178,8491
11178,3592
11181,206
11181,4987
11182,10706
11182,5094
11182,10496
11182,5288
11184,1715
11184,4487
11184,8451
11184,7871
11184,4729
11184,10685
11184,967
11184,6184
11184,1738
11184,7163
11184,9549
11185,947
11186,6731
11186,5264
11186,1710
11186,8994
11186,556
11186,6614
11188,9766
11189,5069
11189,4667
11190,11288
11192,3744
11193,3668
11194,10231
11194,7000
11195,6270
11195,8921
11195,5654
11196,953
11196,9592
11197,8613
11198,5668
11203,9399
11203,2238
11204,11303
11204,1099
11205,10670
11205,1481
11208,10096
11208,8614
11210,5225
11210,199
11210,6865
11210,5820
11215,2172
11215,8952
11215,11195
11215,5420
11215,5115
11215,12024
11215,6576
11216,1117
11217,2316
11217,12335
11220,3432
11220,4949
11220,12393
11220,7459
11220,2969
11222,4021
11225,11114
11227,10641
11227,4231
11227,4209
11227,2705
11227,12067
11228,3523
11228,2606
11228,2061
11230,8449
11230,5860
11230,11939
11230,690
11230,7643
11230,9685
11230,887
11230,1992
11230,6816
11230,8887
11230,11966
11230,8323
11232,8409
11232,1955
11232,9057
11233,2328
11235,7144
11238,12471
11240,975
11240,3347
11241,3158
11243,5376
11243,6372
11243,8629
11244,10571
11244,4529
11244,367
11244,5480
11244,8391
11244,9377
11244,2170
11244,11915
11244,4698
11244,9747
11244,1481
11246,14
11246,549
11246,10654
11246,234
11248,7310
11249,4894
11253,11012
11253,1166
11254,6336
11255,8421
11255,8004
11255,9576
11256,6579
11256,1090
11256,8832
11256,5897
11257,4261
11258,9771
11259,10698
11259,725
11259,4734
11259,7022
11260,4369
11260,3032
11260,5165
11260,8611
11260,7244
11260,8734
11260,2979
11261,6199
11261,3054
11261,7598
11261,5117
11261,1005
11261,3380
11262,2590
11263,7383
11263,8270
11263,8989
11263,3246
11263,2148
11264,5173
11264,2927
11265,8710
11266,12257
11267,7330
11267,7401
11267,11863
11267,7804
11268,6478
11268,7643
11268,8351
11269,4440
11269,1683
11269,11404
11269,2434
11271,598
11274,12775
11274,7867
11274,12651
11274,11194
11277,5139
11277,11346
11277,3225
11277,10740
11277,3547
11277,12362
11277,5526
11277,4257
11277,8363
11278,3264
11279,10747
11281,9121
11281,7019
11281,3796
11282,11198
11285,12247
11285,2366
11287,9829
11287,1127
11287,10617
11289,8691
11289,4903
11291,6634
11291,6911
11291,12306
11291,11842
11291,11541
11291,10052
11291,2845
11291,1742
11291,4340
11291,339
11291,9829
11291,9113
11291,5156
11291,9606
11291,11404
11291,5688
11291,7424
11291,9355
11291,3091
11291,2245
11291,9281
11292,12749
11292,8305
11292,7872
11292,10911
11292,1525
11292,8576
11292,4982
11292,503
11292,11885
11292,12287
11292,12653
11292,12007
11292,7936
11292,6068
11292,12481
11292,1769
11292,6252
11292,5236
11292,8027
11292,1343
11292,8078
11292,12724
11292,8909
11292,3342
11292,9788
11292,6283
11292,1558
11292,3934
11292,6198
11292,9295
11292,3963
11292,6714
11292,11730
11292,8525
11292,5460
11292,6713
11292,3099
11292,4117
11292,12504
11292,2110
11292,6231
11292,1684
11292,9201
11292,9926
11292,5198
11292,6165
11292,6025
11292,6770
11292,10888
11292,5955
11292,7162
11292,4550
11293,8023
11295,498
11296,1823
11296,8781
11297,9978
11298,11152
11299,10759
11301,1193
11301,1165
11301,4935
11301,4837
11305,862
11305,9474
11305,12362
11305,4907
11308,3929
11312,4640
11312,1015
11315,2610
11316,10624
11316,4243
11316,7602
11316,10583
11316,11221
11316,12287
11316,510
11316,2250
11316,9834
11316,4784
11316,7553
11316,7484
11316,12549
11316,10034
11316,7634
11316,3423
11316,2623
11316,10003
11316,1337
11316,7490
11316,11923
11316,2469
11316,4502
11316,1835
11316,5058
11316,3671
11316,11149
11316,12156
11316,3882
11316,5947
11316,12298
11316,8661
11316,12718
11316,7009
11316,9525
11316,8189
11316,1446
11316,12776
11316,2536
11316,4324
11316,12399
11316,3090
11316,1878
11316,8631
11316,2274
11316,7361
11316,6019
11316,3812
11316,10937
11316,751
11316,11291
11316,7662
11316,9527
11316,5226
11316,1005
11316,9708
11316,3091
11316,11767
11316,3238
11316,6713
11316,5094
11316,4978
11316,8584
11316,6836
11316,7657
11316,31
11316,10508
11316,12615
11316,2791
11316,9808
11316,6619
11316,3030
11317,1658
11317,10322
11317,2178
11317,8715
11319,8406
11320,10344
11321,8015
11321,5972
11321,8045
11321,5649
11321,3969
11321,1529
11321,1418
11321,4908
11321,8101
11321,10986
11321,6561
11321,7691
11321,12386
11321,6550
11321,8279
11321,1393
11321,10766
11321,1805
11321,207
11321,9583
11321,12568
11321,4771
11321,335
11321,3812
11321,2810
11321,7066
11321,11275
11321,8571
11321,7118
11321,7161
11321,183
11321,4810
11321,873
11321,310
11321,7722
11321,4114
11321,1206
11321,4246
11321,3370
11321,6619
11321,4311
11321,2955
11321,1136
11321,6258
11321,9974
11321,1221
11321,8097
11321,4817
11321,6817
11321,4501
11321,6935
11321,11732
11321,11757
11321,7553
11321,14
11321,5627
11321,10342
11321,1013
11321,10144
11321,9606
11321,3348
11321,7456
11321,7779
11321,8586
11321,9700
11321,5211
11321,10098
11321,4502
11321,283
11321,1540
11321,6531
11321,516
11321,4716
11321,10809
11321,11171
11321,2601
11321,3893
11321,8241
11321,1094
11321,12262
11321,10496
11321,10741
11321,6210
11321,589
11321,8496
11321,5151
11321,5207
11321,10157
11321,12268
11321,3068
11321,10141
11321,3683
11321,4733
11321,717
11321,1212
11321,9569
11321,7260
11321,4060
11321,4719
11321,613
11321,10915
11323,8334
11324,101
11324,2359
11324,1361
11324,9929
11324,4316
11324,551
11324,6222
11324,9425
11324,7623
11324,12049
11324,2437
11324,12505
11326,9164
11327,11395
11328,4029
11328,3812
11328,12362
11328,1092
11331,6402
11332,1791
11333,5158
11333,7358
11333,9540
11333,4750
11334,6557
11338,1081
11339,7903
11339,7649
11341,10928
11342,11789
11342,2849
11342,9601
11342,4075
11342,2048
11342,12614
11342,10911
11342,9549
11342,830
11342,11367
11342,5725
11342,8631
11342,4348
11342,2543
11342,5048
11342,6579
11342,12774
11342,9031
11342,10558
11342,12317
11342,4501
11347,11939
11347,6615
11347,7805
11347,1558
11348,10954
11350,5467
11351,10487
11353,8748
11356,9408
11356,12399
11356,2623
11356,3179
11356,274
11356,7539
11356,7620
11356,12683
11356,9028
11356,5503
11356,7508
11356,8066
11356,11818
11356,12747
11356,6844
11356,12531
11356,3099
11356,143
11356,9151
11356,3078
11356,165
11356,11993
11356,3859
11356,7816
11356,7001
11356,2612
11356,12086
11356,1339
11356,7509
11356,259
11356,1424
11356,2977
11356,4976
11356,9456
11356,10415
11356,8334
11356,8950
11356,8928
11356,7434
11356,11792
11356,3076
11356,6323
11356,12735
11356,1229
11356,3092
11356,11497
11356,12746
11356,4273
11356,7650
11356,7681
11356,8569
11356,5197
11356,7035
11356,3582
11356,2443
11356,11931
11356,1347
11356,7457
11356,12072
11356,3743
11356,10493
11356,9904
11356,7073
11356,3488
11356,9442
11356,4114
11357,4918
11357,1993
11358,2192
11359,1674
11360,8836
11361,5600
11361,9757
11361,11001
11361,1991
11361,6646
11361,8725
11361,1916
11361,9660
11362,11667
11362,7273
11362,2823
11364,9253
11364,9303
11364,10297
11364,7442
11365,1906
11366,2129
11366,5633
11367,3901
11368,5389
11368,12287
11368,3765
11368,8254
11368,7030
11368,1943
11368,1856
11368,9397
11368,3068
11368,810
11368,5738
11368,7304
11368,4379
11368,1218
11368,1573
11368,9628
11368,3812
11368,9020
11368,4416
11368,6184
11368,7012
11368,9006
11368,11560
11368,1561
11368,1762
11368,1930
11368,4501
11368,6731
11368,4654
11368,10124
11368,8155
11368,10639
11368,9527
11368,3844
11368,10246
11368,6148
11368,8047
11368,7093
11368,11255
11368,10098
11368,8614
11368,4614
11368,9690
11368,5817
11368,3406
11368,9606
11368,6897
11368,5193
11368,12507
11368,5641
11368,5549
11368,5341
11368,8873
11368,1261
11368,9618
11368,11899
11368,7298
11368,12185
11368,8767
11368,3709
11368,6781
11368,3251
11368,3843
11368,6442
11368,1277
11368,3528
11368,10809
11368,11722
11368,8101
11368,2774
11368,11868
11368,1674
11368,7857
11368,11342
11368,883
11368,4538
11368,10952
11368,4126
11368,5081
11368,11205
11368,5151
11368,2832
11368,10629
11368,1038
11368,5698
11368,4232
11368,1446
11368,8977
11368,6590
11368,9866
11368,11466
11368,10655
11368,7279
11368,12001
11368,11934
11368,8015
11368,2099
11368,10569
11368,9111
11368,9758
11368,11278
11368,12452
11368,11081
11368,3141
11368,5001
11368,9605
11368,4500
11368,11885
11368,2269
11368,12540
11368,6682
11368,8233
11368,329
11368,6935
11370,6320
11370,1992
11371,3114
11372,9294
11376,7092
11376,6683
11377,3193
11377,9256
11377,11127
11377,5246
11377,509
11377,5361
11378,10496
11379,10993
11380,10362
11381,5990
11384,5959
11385,5682
11385,402
11385,10243
11386,6016
11386,5882
11386,9665
11386,2117
11387,9312
11387,11969
11387,7048
11387,4072
11390,8762
11391,11912
11391,9211
11391,10368
11391,9029
11391,3590
11391,9856
11392,7180
11392,12407
11392,5140
11392,9822
11392,10555
11392,9320
11392,8099
11392,1042
11393,10026
11393,5530
11394,7851
11394,1502
11394,4804
11394,1200
11394,11335
11394,6429
11394,2138
11394,5106
11394,11544
11394,6284
11394,4365
11394,10511
11394,7711
11394,8813
11394,162
11394,1088
11394,3858
11394,11711
11395,9581
11396,9752
11397,5085
11397,8268
11397,339
11399,5433
11399,4360
11399,12605
11399,6644
11401,1478
11402,10074
11402,6336
11402,414
11402,11389
11402,9668
11402,5
11402,2558
11402,129
11402,7897
11402,3839
11405,3348
11405,5094
11405,7118
11405,2528
11405,12568
11405,5777
11405,9119
11405,3441
11405,10294
11405,9033
11405,3593
11405,216
11405,10747
11405,1760
11405,10572
11405,12287
11405,9081
11405,12551
11405,6619
11406,4398
11406,2138
11406,3014
11406,1890
11407,9770
11407,10496
11407,2759
11408,7629
11408,11221
11408,434
11408,5296
11409,6224
11410,7082
11411,5094
11411,10685
11412,5794
11412,1384
11414,8064
11414,10081
11414,1269
11414,6843
11417,6309
11417,9719
11418,8592
11419,4786
11419,2970
11419,10505
11419,6059
11422,9859
11424,2316
11425,10108
11425,10635
11425,3992
11425,6957
11425,2390
11425,6820
11425,2422
11425,2579
11425,5932
11425,12247
11425,8423
11425,4645
11427,811
11428,5795
11428,5035
11429,9459
11430,5321
11430,4922
11430,5484
11431,5783
11431,6658
11431,10191
11432,3384
11433,5158
11433,1877
11433,5566
11433,353
11433,11963
11433,12357
11433,2528
11433,2434
11433,10561
11433,8649
11433,9019
11433,10335
11434,8716
11434,3342
11435,9917
11436,9205
11437,12022
11437,3887
11438,7260
11438,12568
11438,3187
11439,7322
11442,726
11443,8958
11443,4528
11443,3108
11443,11433
11444,1301
11444,6979
11444,2999
11444,1271
11444,11158
11444,522
11444,11980
11446,3414
11447,7623
11447,5909
11447,9996
11447,9930
11448,8666
11448,6179
11450,3079
11452,9388
11452,661
11453,3626
11454,9798
11455,10168
11457,11383
11457,10475
11457,1001
11457,8037
11459,6593
11462,700
11465,1602
11466,1467
11466,12442
11467,7851
11471,7527
11471,11593
11471,11026
11471,3377
11474,2413
11474,10233
11474,3102
11475,12488
11475,4716
11475,9841
11476,3098
11477,543
11477,1710
11477,9033
11477,1966
11480,7997
11480,1329
11480,2629
11482,9839
11483,11197
11483,7457
11483,2998
11484,4826
11485,8925
11485,7876
11485,12714
11485,5833
11485,9908
11485,11348
11485,7794
11485,12539
11486,2486
11489,7993
11490,7001
11490,11379
11490,3582
11490,10347
11490,12086
11490,9065
11495,4970
11495,4122
11495,9188
11495,4894
11495,1180
11497,2694
11497,4476
11498,9673
11498,2184
11498,12520
11499,3619
11499,12683
11499,8340
11499,2631
11499,12415
11499,4514
11499,977
11499,5503
11499,2396
11499,7022
11499,3441
11499,6440
11499,10146
11499,6431
11499,4780
11499,1986
11499,1467
11499,5520
11500,10820
11500,7968
11503,11633
11503,7732
11503,10994
11503,9530
11504,8209
11505,9639
11505,1717
11505,4030
11506,1677
11507,735
11507,12287
11507,2080
11507,11026
11507,11210
11507,5690
11507,3619
11507,11152
11507,143
11508,10745
11509,3702
11510,9211
11512,516
11512,3496
11513,10782
11513,2661
11514,6888
11514,11982
11514,4590
11514,1185
11517,1044
11517,9580
11519,10876
11519,10496
11519,1986
11519,782
11519,7049
11519,7627
11519,4640
11520,8670
11523,490
11523,4668
11525,9097
11527,10565
11528,5201
11528,1904
11528,9750
11528,9579
11528,9315
11528,10980
11530,3801
11530,7620
11530,11571
11530,795
11530,1801
11530,10572
11530,4050
11530,9415
11530,6628
11531,3500
11532,1946
11534,9841
11534,2392
11534,10234
11534,4499
11534,9198
11535,7311
11536,4144
11536,10062
11538,12116
11538,95
11538,11975
11538,529
11538,674
11538,12449
11538,1295
11538,7430
11538,7742
11538,3195
11538,1993
11538,807
11538,156
11538,2238
11538,12006
11538,9051
11538,1485
11538,391
11538,5004
11539,4637
11540,8210
11540,12369
11540,7490
11540,12392
11541,6049
11542,8396
11547,10884
11548,8514
11548,7965
11548,2586
11548,3068
11548,8935
11548,6034
11548,4379
11548,5892
11549,7035
11552,7140
11553,5319
11553,4514
11553,9048
11555,11681
11556,5004
11556,5583
11556,8299
11558,8791
11558,2650
11558,7725
11558,11243
11559,2486
11559,1393
11559,1003
11559,2316
11560,9750
11560,103
11560,9378
11561,2918
11566,4323
11567,818
11568,1669
11569,882
11571,1807
11571,6145
11571,2222
11571,9632
11573,4590
11573,9520
11573,7692
11573,9423
11573,8950
11573,24
11573,7555
